nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsReversed.thisRepN,trialsReversed.thisTrialN,trialsReversed.thisN,trialsReversed.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsOriginal.thisRepN,trialsOriginal.thisTrialN,trialsOriginal.thisN,trialsOriginal.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,image_2.stopped,key_resp_9.stopped,button_resp.stopped,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45279519999167,10.45279519999167,space,228.75517099999706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2301931999973,239.7301582999935,239.7301582999935,239.7301582999935,space,0.4854703000164591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.24653109998326,240.74703379999846,,,,,240.74703379999846,240.74703379999846,space,0.340586499980418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.11357210000278,241.6131958999904,,,,,,,,,241.6131958999904,241.6131958999904,space,0.4341476999979932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Rocks 3.jpg,1,,,0,0,0,1,,,,,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,244.04792019998422,242.56995360000292,,,,,,,,,,,,,242.56995360000292,242.56995360000292,space,0.4385302999871783,243.06005869997898,243.06005869997898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Pigeon 4.jpg,2,,,0,0,0,1,,,,,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,245.3804281000048,245.8800071000005,,,,,,,,,,,,,,,,,244.54736199998297,244.54736199998297,1,0.8124642000184394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Storage 3.jpg,1,,,0,0,0,1,,,,,0,0,0,0,0,2,2,7,,,,,,,,,,,,,,,,,246.18042910000077,246.6815311999817,,,,,,,,,,,,,,,,,245.8800071000005,245.8800071000005,2,0.27940500000840984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Surprise 2.jpg,2,,,0,0,0,1,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,246.91357539998717,247.41381739999633,,,,,,,,,,,,,,,,,246.6815311999817,246.6815311999817,1,0.20648439999786206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Socks 1.jpg,1,,,0,0,0,1,,,,,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,247.56371759998729,248.0659483000054,,,,,,,,,,,,,,,,,247.41381739999633,247.41381739999633,1,0.12976959999650717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Tiger 2.jpg,2,,,0,0,0,1,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,248.1636337999953,248.66382259997772,,,,,,,,,,,,,,,,,248.0659483000054,248.0659483000054,1,0.0780654999834951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Shark 7.jpg,2,,,0,0,0,1,,,,,0,0,0,0,0,6,6,2,,,,,,,,,,,,,,,,,248.78028360000462,249.2826434999879,,,,,,,,,,,,,,,,,248.66382259997772,248.66382259997772,1,0.08878169997478835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Sad face 1.jpg,2,,,0,0,0,1,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,249.3973797999788,249.89666559998295,,,,,,,,,,,,,,,,,249.2826434999879,249.2826434999879,1,0.0934953999822028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Yarn 4.jpg,1,,,0,0,0,1,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,250.18003799999133,250.67994979998912,,,,,,,,,,,,,,,,,249.89666559998295,249.89666559998295,1,0.26370810001390055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Wedding 7.jpg,1,,,0,0,0,1,,,,,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,250.8466647999885,251.34699359998922,,,,,,,,,,,,,,,,,250.67994979998912,250.67994979998912,1,0.13465019999421202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Fireworks 2.jpg,1,6.277,0.9457837433756032,0,0,0,1,,,,,0,0,0,0,,,,,0,0,0,21,,,,,,,,,,,,,253.7305895999889,,,,,,,,,,,,,,,,,,,,,,251.34699359998922,251.34699359998922,space,1.341153299988946,252.72994779999135,252.72994779999135,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Nature 1.jpg,1,6.1726,0.8657415608777785,0,0,0,1,,,,,0,0,0,0,,,,,0,1,1,17,,,,,,,,,,,,,254.76391859998694,255.26675059998524,,,,,,,,,,,,,,,,,,,,,,,,,254.23462410000502,254.23462410000502,1,1,0.5019361000158824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Dirt 1.jpg,1,1.6168,0.06853202818535975,0,0,0,1,,,,,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,,255.4468668999907,255.94659389997832,,,,,,,,,,,,,,,,,,,,,,,,,255.26675059998524,255.26675059998524,1,1,0.14799919998040423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Horse 1.jpg,2,5.9469,0.9026388811023841,0,0,0,1,,,,,0,0,0,0,,,,,0,3,3,75,,,,,,,,,,,,,256.4469681000046,256.9497993999976,,,,,,,,,,,,,,,,,,,,,,,,,255.94659389997832,255.94659389997832,1,0,0.47782130000996403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Flowers 1.jpg,1,5.8142,0.9766749852638511,0,0,0,1,,,,,0,0,0,0,,,,,0,4,4,25,,,,,,,,,,,,,257.23093459999654,257.7315595999826,,,,,,,,,,,,,,,,,,,,,,,,,256.9497993999976,256.9497993999976,1,1,0.2576639000035357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Destruction 5.jpg,1,2.1143,0.2570234643667684,0,0,0,1,,,,,0,0,0,0,,,,,0,5,5,1,,,,,,,,,,,,,257.9135304999945,258.4146878999891,,,,,,,,,,,,,,,,,,,,,,,,,257.7315595999826,257.7315595999826,1,1,0.16394440000294708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Dog 2.jpg,2,5.9348,0.07502056652413014,0,0,0,1,,,,,0,0,0,0,,,,,0,6,6,54,,,,,,,,,,,,,258.53033789998153,259.03778679997777,,,,,,,,,,,,,,,,,,,,,,,,,258.4146878999891,258.4146878999891,1,0,0.09749590000137687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Lake 2.jpg,1,6.3635,0.1903915426151832,0,0,0,1,,,,,0,0,0,0,,,,,0,7,7,46,,,,,,,,,,,,,259.2305859999906,259.7347715999931,,,,,,,,,,,,,,,,,,,,,,,,,259.03778679997777,259.03778679997777,1,1,0.17064379999646917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Elephant 1.jpg,2,5.8272,0.6910127551651892,0,0,0,1,,,,,0,0,0,0,,,,,0,8,8,40,,,,,,,,,,,,,259.8799025999906,260.383219499985,,,,,,,,,,,,,,,,,,,,,,,,,259.7347715999931,259.7347715999931,1,0,0.11270900000818074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Cat 4.jpg,2,5.798,0.30785698558493335,0,0,0,1,,,,,0,0,0,0,,,,,0,9,9,38,,,,,,,,,,,,,260.4971368999977,260.99900429998524,,,,,,,,,,,,,,,,,,,,,,,,,260.383219499985,260.383219499985,1,0,0.08829159999731928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Garbage dump 3.jpg,1,2.0219,0.6295943303088709,0,0,0,1,,,,,0,0,0,0,,,,,0,10,10,52,,,,,,,,,,,,,261.04700009999215,261.54779879999114,,,,,,,,,,,,,,,,,,,,,,,,,260.99900429998524,260.99900429998524,1,1,0.024737799976719543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Frustrated pose 2.jpg,2,2.6481,0.09932373999273747,0,0,0,1,,,,,0,0,0,0,,,,,0,11,11,49,,,,,,,,,,,,,261.68029229997774,262.1878255000047,,,,,,,,,,,,,,,,,,,,,,,,,261.54779879999114,261.54779879999114,1,0,0.10821379997651093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Fireworks 3.jpg,1,6.0651,0.6859935880123176,0,0,0,1,,,,,0,0,0,0,,,,,0,12,12,47,,,,,,,,,,,,,262.3303561999928,262.83011089998763,,,,,,,,,,,,,,,,,,,,,,,,,262.1878255000047,262.1878255000047,1,1,0.11541749999742024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/War 8.jpg,2,1.7473,0.5530710944545294,0,0,0,1,,,,,0,0,0,0,,,,,0,13,13,12,,,,,,,,,,,,,262.94731980000506,263.4471470999997,,,,,,,,,,,,,,,,,,,,,,,,,262.83011089998763,262.83011089998763,1,0,0.08994540001731366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Jail 5.jpg,1,3.0599,0.31125348095634753,0,0,0,1,,,,,0,0,0,0,,,,,0,14,14,7,,,,,,,,,,,,,263.5470082999964,264.0492436999921,,,,,,,,,,,,,,,,,,,,,,,,,263.4471470999997,263.4471470999997,1,1,0.07178890000795946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Tornado 1.jpg,1,2.1274,0.7457681759620104,0,0,0,1,,,,,0,0,0,0,,,,,0,15,15,36,,,,,,,,,,,,,264.18030939999153,264.6823380999849,,,,,,,,,,,,,,,,,,,,,,,,,264.0492436999921,264.0492436999921,1,1,0.10269929998321459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Neonazi 1.jpg,2,2.0577,0.089888009773616,0,0,0,1,,,,,0,0,0,0,,,,,0,16,16,66,,,,,,,,,,,,,264.77998550000484,265.27985219997936,,,,,,,,,,,,,,,,,,,,,,,,,264.6823380999849,264.6823380999849,1,0,0.06924109999090433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Weapon 1.jpg,1,2.8209,0.6585203326203783,0,0,0,1,,,,,0,0,0,0,,,,,0,17,17,16,,,,,,,,,,,,,265.38025930000003,265.8799631999864,,,,,,,,,,,,,,,,,,,,,,,,,265.27985219997936,265.27985219997936,1,1,0.07242050001514144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Dog 19.jpg,2,5.9814,0.10803629375699186,0,0,0,1,,,,,0,0,0,0,,,,,0,18,18,11,,,,,,,,,,,,,265.9300702000037,266.4323199999926,,,,,,,,,,,,,,,,,,,,,,,,,265.8799631999864,265.8799631999864,1,0,0.031070399971213192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Miserable pose 4.jpg,2,2.5702,0.5411508855388304,0,0,0,1,,,,,0,0,0,0,,,,,0,19,19,32,,,,,,,,,,,,,266.547407999984,267.0467215999961,,,,,,,,,,,,,,,,,,,,,,,,,266.4323199999926,266.4323199999926,1,0,0.09580959999584593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Sad pose 1.jpg,2,2.8801,0.608695029724716,0,0,0,1,,,,,0,0,0,0,,,,,0,20,20,71,,,,,,,,,,,,,267.1636804000009,267.6632472999918,,,,,,,,,,,,,,,,,,,,,,,,,267.0467215999961,267.0467215999961,1,0,0.09722289998899214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Massage 2.jpg,2,5.7288,0.7598843971589982,0,0,0,1,,,,,0,0,0,0,,,,,0,21,21,72,,,,,,,,,,,,,267.69669529999373,268.199908199982,,,,,,,,,,,,,,,,,,,,,,,,,267.6632472999918,267.6632472999918,1,0,0.009403200005181134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Toilet 4.jpg,1,2.4986,0.6711536965753584,0,0,0,1,,,,,0,0,0,0,,,,,0,22,22,67,,,,,,,,,,,,,268.2973497999774,268.7964614999946,,,,,,,,,,,,,,,,,,,,,,,,,268.199908199982,268.199908199982,1,1,0.0801445999823045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Dead bodies 2.jpg,2,1.2275,0.9882559393650525,0,0,0,1,,,,,0,0,0,0,,,,,0,23,23,53,,,,,,,,,,,,,268.91364689997863,269.41541580000194,,,,,,,,,,,,,,,,,,,,,,,,,268.7964614999946,268.7964614999946,1,0,0.09088760000304319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Destruction 10.jpg,1,2.0682,0.8776428714390194,0,0,0,1,,,,,0,0,0,0,,,,,0,24,24,9,,,,,,,,,,,,,269.4803127999767,269.98123469998245,,,,,,,,,,,,,,,,,,,,,,,,,269.41541580000194,269.41541580000194,1,1,0.047373699984746054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Gun 6.jpg,1,2.9016,0.42568611342078966,0,0,0,1,,,,,0,0,0,0,,,,,0,25,25,42,,,,,,,,,,,,,270.1137412999815,270.617107500002,,,,,,,,,,,,,,,,,,,,,,,,,269.98123469998245,269.98123469998245,1,1,0.11351940000895411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Mother 1.jpg,2,6.0784,0.4860853545085757,0,0,0,1,,,,,0,0,0,0,,,,,0,26,26,24,,,,,,,,,,,,,270.7134678000002,271.21489199998905,,,,,,,,,,,,,,,,,,,,,,,,,270.617107500002,270.617107500002,1,0,0.07068319999962114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Mother 5.jpg,2,5.9438,0.5444126340407461,0,0,0,1,,,,,0,0,0,0,,,,,0,27,27,74,,,,,,,,,,,,,271.3147011999972,271.81541129999096,,,,,,,,,,,,,,,,,,,,,,,,,271.21489199998905,271.21489199998905,1,0,0.08024089998798445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Cold 8.jpg,1,5.5742,0.43610885762593654,0,0,0,1,,,,,0,0,0,0,,,,,0,28,28,30,,,,,,,,,,,,,271.8637469999958,272.3892011999851,,,,,,,,,,,,,,,,,,,,,,,,,271.81541129999096,271.81541129999096,1,1,0.016348499979358166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
0,1,Images/Lake 12.jpg,1,6.4088,0.2111153214292586,0,0,0,1,,,,,0,0,0,0,,,,,0,29,29,57,,,,,,,,,,,,,272.93032459999085,273.43236169999,,,,,,,,,,,,,,,,,,,,,,,,,272.3892011999851,272.3892011999851,1,1,0.5134607999934815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,A,2022-10-21_18h57.52.159,psychopy,2022.2.4,59.56128349262603,
