nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trialsTest1_4.thisRepN,trialsTest1_4.thisTrialN,trialsTest1_4.thisN,trialsTest1_4.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,trialsTestImages2_2.thisRepN,trialsTestImages2_2.thisTrialN,trialsTestImages2_2.thisN,trialsTestImages2_2.thisIndex,trialsTestImages2_3.thisRepN,trialsTestImages2_3.thisTrialN,trialsTestImages2_3.thisN,trialsTestImages2_3.thisIndex,trialsTestImages2_4.thisRepN,trialsTestImages2_4.thisTrialN,trialsTestImages2_4.thisN,trialsTestImages2_4.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,joystick.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,button_resp.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,key_resp_10.started,image_3.started,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_11.started,image_4.started,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_12.started,image_5.started,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,key_resp_17.started,image_8.started,key_resp_17.keys,key_resp_17.corr,key_resp_17.rt,key_resp_18.started,image_9.started,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,key_resp_19.started,image_10.started,key_resp_19.keys,key_resp_19.corr,key_resp_19.rt,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
1,0,Images/Flowers 1.jpg,2,5.8142,0.854176312029122,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.74672870012,1329.2468504002318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.7466271002777,1327.7466271002777,2,1,0.9731654999777675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Lake 3.jpg,2,5.9732,0.8210013894467229,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.1972333001904,1330.696475900244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.2468504002318,1329.2468504002318,2,1,0.9292924995534122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Sad pose 4.jpg,1,2.8282,0.40245968533442955,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.1966941999272,1332.6968873003498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.696475900244,1330.696475900244,1,1,1.4798729997128248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Bloody knife 1.jpg,2,1.8704,0.2946696303452925,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.830054400023,1334.3294421001337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.6968873003498,1332.6968873003498,2,1,1.103595099877566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Dog 18.jpg,1,6.1614,0.8732426862078547,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.130313300062,1338.6299204002135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.3294421001337,1334.3294421001337,1,1,3.7745718993246555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Wedding 2.jpg,1,5.7601,0.8807101041649952,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.8472430002876,1340.346534000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.6299204002135,1338.6299204002135,1,1,1.1945691998116672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Mother 1.jpg,1,6.0784,0.07013481274686417,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,19,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.1138742999174,1341.6137403999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.346534000244,1340.346534000244,1,1,0.7494078995659947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Weapon 1.jpg,2,2.8209,0.07897616610586544,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.5629030000418,1346.0648193000816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.6137403999455,1341.6137403999455,space,0.8099340996704996,,,,,,,,,,,1342.4467684002593,1342.4467684002593,2,1,3.098284799605608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Cat 5.jpg,1,6.1842,0.8734189188876107,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.8972832001746,1354.398380599916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.0648193000816,1346.0648193000816,1,1,7.806875299662352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Gun 10.jpg,2,2.5934,0.6249516916558179,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0804946003482,1355.5826544999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.398380599916,1354.398380599916,2,1,0.6578865996561944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Destruction 5.jpg,2,2.1143,0.9285748600835625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.6632560002618,1357.1632016003132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.5826544999145,1355.5826544999145,2,1,1.0575119997374713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Injury 1.jpg,1,1.9865,0.29640610895424746,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.346323700156,1359.8484213002957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.1632016003132,1357.1632016003132,1,1,2.15730999968946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Injury 4.jpg,1,1.4052,0.650510583503924,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.2642332003452,1366.7783703003079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.8484213002957,1359.8484213002957,1,1,6.392918999772519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Scared face 3.jpg,1,3.0377,0.7444931199870081,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.5806490001269,1368.0826129000634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.7783703003079,1366.7783703003079,1,1,0.783134900033474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Dirt 1.jpg,2,1.6168,0.3257823652655115,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.196326999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.0826129000634,1368.0826129000634,2,1,1.0854645995423198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Frustrated pose 5.jpg,1,2.481,0.284911079025962,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.6800005999394,1371.1802387000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.6963186003268,1369.6963186003268,1,1,0.9514680993743241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Destruction 10.jpg,2,2.0682,0.6155638969002186,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.8799662003294,1372.3798402003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.1802387000062,1371.1802387000062,2,1,0.6762166996486485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Tornado 4.jpg,2,2.7192,0.3587480909327039,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.1634223000146,1373.663753699977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.3798402003013,1372.3798402003013,2,1,0.7641552998684347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Frustrated pose 1.jpg,1,2.3937,0.539669640991782,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374.5967280999757,1375.0965227000415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.663753699977,1373.663753699977,1,1,0.9118645996786654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Wedding 4.jpg,2,5.8256,0.4039545616996858,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.0469718002714,1376.5469742002897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0965227000415,1375.0965227000415,2,1,0.9283278998918831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Bird 1.jpg,1,5.9051,0.05927986447304767,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.4632051000372,1377.9642508001998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.5469742002897,1376.5469742002897,1,1,0.8936635996215045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Jail 5.jpg,2,3.0599,0.9604833218127168,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.5636082002893,1379.0636693001725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.9642508001998,1377.9642508001998,2,1,0.5804381994530559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Rainbow 1.jpg,2,6.2286,0.8334893245661121,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.6801557000726,1380.1870586001314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.0636693001725,1379.0636693001725,2,1,0.5847967993468046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Nature 1.jpg,2,6.1726,0.3509454205294409,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381.580246000085,1382.0815904000774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.1870586001314,1380.1870586001314,2,1,1.3649185998365283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Galaxy 4.jpg,2,5.4342,0.4738315083534038,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.879713000264,1383.3823695001192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.0815904000774,1382.0815904000774,2,1,0.7751729995943606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Flowers 7.jpg,2,5.7452,0.44281787897919234,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.9477729001082,1384.4464052999392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.3823695001192,1383.3823695001192,2,1,0.5462481998838484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,Images/Dog 19.jpg,1,5.9814,0.13359866761789518,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.5635009999387,1386.0636318000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.4464052999392,1384.4464052999392,1,1,1.0982794999144971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sad face 1.jpg,2,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,1502.6808585003018,1503.1799314003438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.0636318000033,1386.0636318000033,space,115.43262959970161,1501.5249793999828,1501.5249793999828,1,1.1308171995915473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Wedding 7.jpg,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,1503.963773400057,1504.463182900101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.1799314003438,1503.1799314003438,2,0.7566835996694863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Surprise 2.jpg,2,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,1505.130035799928,1505.6301768999547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.463182900101,1504.463182900101,1,0.6414356995373964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Shark 7.jpg,2,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,1506.2466442002915,1506.7480903002433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.6301768999547,1505.6301768999547,1,0.5858221999369562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Tiger 2.jpg,2,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,1507.4968882002868,1507.996567999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.7480903002433,1506.7480903002433,1,0.716393799521029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Pigeon 4.jpg,2,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,1508.8633055002429,1509.36371350009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.996567999944,1507.996567999944,1,0.8353107995353639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Socks 1.jpg,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,1510.079701000359,1510.5812047999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.36371350009,1509.36371350009,2,0.6927542993798852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Rocks 3.jpg,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,9,,,,,,,,,,,,,,,,,,,,,1511.0795056000352,1511.5800553001463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.5812047999352,1510.5812047999352,2,0.4661819995380938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Yarn 4.jpg,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,1512.0470976000652,1512.5493371002376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.5800553001463,1511.5800553001463,2,0.43574339943006635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Storage 3.jpg,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,1513.07971250033,1513.5796897001565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.5493371002376,1512.5493371002376,2,0.49922019988298416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Explosion 1.jpg,1,2.7061,0.13465869768632377,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,17,,,,,,,,,,,,,,,,,1516.4800582001917,1516.9803074002266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.5796897001565,1513.5796897001565,space,1.6456013997085392,1515.288104900159,1515.288104900159,2,0,1.1752142999321222,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Intensity 1.jpg,2,2.8252,0.9103573554148229,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,16,,,,,,,,,,,,,,,,,1517.6630379003473,1518.163299500011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.9803074002266,1516.9803074002266,1,0,0.6518716998398304,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
