nRepsTask1,nRepsTask2,ImageFile,AnimateInanimate,ValenceScore,Rand,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,part1.thisRepN,part1.thisTrialN,part1.thisN,part1.thisIndex,trialsStudyImages.thisRepN,trialsStudyImages.thisTrialN,trialsStudyImages.thisN,trialsStudyImages.thisIndex,trialsTest1_1.thisRepN,trialsTest1_1.thisTrialN,trialsTest1_1.thisN,trialsTest1_1.thisIndex,trialsTest1_2.thisRepN,trialsTest1_2.thisTrialN,trialsTest1_2.thisN,trialsTest1_2.thisIndex,trialsTest1_3.thisRepN,trialsTest1_3.thisTrialN,trialsTest1_3.thisN,trialsTest1_3.thisIndex,trialsTest1_4.thisRepN,trialsTest1_4.thisTrialN,trialsTest1_4.thisN,trialsTest1_4.thisIndex,part2.thisRepN,part2.thisTrialN,part2.thisN,part2.thisIndex,trialsStudyImages2.thisRepN,trialsStudyImages2.thisTrialN,trialsStudyImages2.thisN,trialsStudyImages2.thisIndex,trialsTestImages2_1.thisRepN,trialsTestImages2_1.thisTrialN,trialsTestImages2_1.thisN,trialsTestImages2_1.thisIndex,trialsTestImages2_2.thisRepN,trialsTestImages2_2.thisTrialN,trialsTestImages2_2.thisN,trialsTestImages2_2.thisIndex,trialsTestImages2_3.thisRepN,trialsTestImages2_3.thisTrialN,trialsTestImages2_3.thisN,trialsTestImages2_3.thisIndex,trialsTestImages2_4.thisRepN,trialsTestImages2_4.thisTrialN,trialsTestImages2_4.thisN,trialsTestImages2_4.thisIndex,key_resp.started,WelcomeText.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,key_resp_2.started,ConsentText.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.started,InstructionText.started,key_resp_3.keys,key_resp_3.rt,key_resp_8.started,text_7.started,key_resp_8.keys,key_resp_8.rt,text_4.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,image.started,key_resp_7.started,joystick.started,joystick.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,joystick.x,joystick.y,joystick.button_0,joystick.button_1,joystick.button_2,joystick.button_3,joystick.button_4,joystick.button_5,joystick.button_6,joystick.button_7,joystick.button_8,joystick.button_9,joystick.button_10,joystick.time,text_6.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_2.started,key_resp_9.started,button_resp.started,button_resp.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,button_resp.keys,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,key_resp_10.started,image_3.started,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_11.started,image_4.started,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_12.started,image_5.started,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,text_8.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,key_resp_14.started,image_7.started,key_resp_14.keys,key_resp_14.rt,text_9.started,key_resp_15.started,key_resp_15.keys,key_resp_15.rt,key_resp_16.started,image_6.started,key_resp_16.keys,key_resp_16.corr,key_resp_16.rt,key_resp_17.started,image_8.started,key_resp_17.keys,key_resp_17.corr,key_resp_17.rt,key_resp_18.started,image_9.started,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,key_resp_19.started,image_10.started,key_resp_19.keys,key_resp_19.corr,key_resp_19.rt,key_resp_20.started,text_3.started,key_resp_20.keys,key_resp_20.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
0,1,Images/Wedding 6.jpg,2,6.0481,0.12578285099061193,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,11,,,,,,,,,1565.1969505003653,1565.6983913001604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.1971460003406,1564.1971460003406,1,0,0.9796835999004543,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Cold 8.jpg,1,5.5742,0.09933488783748268,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,10,,,,,,,,,1566.5975306001492,1567.1000810000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.6983913001604,1565.6983913001604,2,0,0.87034219969064,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Cat 4.jpg,2,5.798,0.9372100198237938,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,18,,,,,,,,,1567.8629443002865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.1000810000114,1567.1000810000114,1,0,0.7389301992952824,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sleepy pose 1.jpg,2,2.603,0.5695928638932991,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,0,,,,,,,,,1568.963364600204,1569.4637951003388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.3631613999605,1568.3631613999605,1,0,0.5727094993926585,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Wedding 2.jpg,2,5.7601,0.5638941834844101,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,17,,,,,,,,,1570.2800660002977,1570.78184590023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.4637951003388,1569.4637951003388,1,0,0.7927258992567658,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 1.jpg,1,5.8142,0.503281834412867,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,5,,,,,,,,,1572.8463651002385,1573.3464176999405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.78184590023,1570.78184590023,2,0,2.034768299665302,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Fireworks 2.jpg,1,6.277,0.6055150196406405,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,1,,,,,,,,,1574.0969068999402,1574.5966443000361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.3464176999405,1573.3464176999405,2,0,0.7249805997125804,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Excited face 2.jpg,2,5.8009,0.4654741506832626,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,14,,,,,,,,,1575.2964095002972,1575.7983055002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.5966443000361,1574.5966443000361,1,0,0.6756617994979024,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Beach 2.jpg,1,6.2944,0.9995304220425305,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,19,,,,,,,,,1576.9794735000469,1577.4808545000851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.7983055002987,1575.7983055002987,2,0,1.1542918994091451,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Sad pose 4.jpg,2,2.8282,0.6332941131495494,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,6,,,,,,,,,1578.9135512001812,1579.412934300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.4808545000851,1577.4808545000851,1,0,1.4157637995667756,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Baby 5.jpg,2,6.1553,0.727386849229867,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,9,,,,,,,,,1579.9963483000174,1580.4968725000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.412934300024,1579.412934300024,1,0,0.5631885998882353,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Snake 4.jpg,2,2.4159,0.2912919094636932,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,8,,,,,,,,,1581.747376000043,1582.249014500063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.4968725000508,1580.4968725000508,1,0,1.230616399552673,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Miserable pose 4.jpg,2,2.5702,0.44043728161656215,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,12,,,,,,,,,1582.7796853003092,1583.2809967002831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.249014500063,1582.249014500063,1,0,0.5026374999433756,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dancing 7.jpg,2,5.8813,0.47319774545395477,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,14,14,13,,,,,,,,,1583.9137387000956,1584.4142718003131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.2809967002831,1583.2809967002831,1,0,0.6074981996789575,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dog 18.jpg,2,6.1614,0.5901309586256887,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,15,15,15,,,,,,,,,1585.063518400304,1585.5632660002448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.4142718003131,1584.4142718003131,1,0,0.6177039998583496,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Mother 1.jpg,2,6.0784,0.30943906106936125,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,16,16,4,,,,,,,,,1586.130184000358,1586.6322131003253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.5632660002448,1585.5632660002448,1,0,0.5419271998107433,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Lake 3.jpg,1,5.9732,0.6891933661322509,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,17,17,2,,,,,,,,,1587.2631103000604,1587.7627894002944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.6322131003253,1586.6322131003253,2,0,0.607392099685967,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Angry face 3.jpg,2,2.5188,0.9422085734809273,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,18,18,7,,,,,,,,,1588.3963673003018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.7627894002944,1587.7627894002944,1,0,0.6137404995970428,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Bloody knife 1.jpg,1,1.8704,0.45545292684693384,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,19,19,3,,,,,,,,,1589.5301010003313,1590.0301511003636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588.901483300142,1588.901483300142,2,0,0.6030217995867133,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Rainbow 1.jpg,1,6.2286,0.5870321768895581,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,8,,,,,1591.5301655000076,1592.031516900286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.0301511003636,1590.0301511003636,space,0.5538951996713877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.6220247000456,1590.6220247000456,2,0,0.8818983999080956,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Destruction 10.jpg,1,2.0682,0.30995496066927364,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,9,,,,,1592.6130470000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.031516900286,1592.031516900286,2,0,0.5519964997656643,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dirt 1.jpg,1,1.6168,0.8641851555207473,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,0,,,,,1593.5469837002456,1594.0464560999535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.1153831002302,1593.1153831002302,2,0,0.40418910002335906,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Frustrated pose 5.jpg,2,2.481,0.9455762268937861,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,10,,,,,1594.9632528000511,1595.4632466002367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.0464560999535,1594.0464560999535,1,0,0.8893970996141434,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Injury 1.jpg,2,1.9865,0.37974117050869616,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,13,,,,,1596.84693050012,1597.3467765999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.4632466002367,1595.4632466002367,1,0,1.3609784999862313,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Injury 4.jpg,2,1.4052,0.9002331061243214,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,12,,,,,1597.9794100001454,1598.4795691999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.3467765999958,1597.3467765999958,1,0,0.6048387996852398,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Jail 5.jpg,1,3.0599,0.9658964890878704,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,7,,,,,1599.5131916999817,1600.013028500136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.4795691999607,1598.4795691999607,2,0,1.0156819997355342,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Weapon 1.jpg,1,2.8209,0.7627649561152614,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,16,,,,,1600.7469792999327,1601.2472189003602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.013028500136,1600.013028500136,2,0,0.7070638998411596,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Flowers 7.jpg,1,5.7452,0.9660849882191923,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,14,,,,,1601.929647500161,1602.429749800358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.2472189003602,1601.2472189003602,2,0,0.6642785998992622,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Scared face 3.jpg,2,3.0377,0.7014743464246805,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,5,,,,,1603.2801282000728,1603.7819288000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.429749800358,1602.429749800358,1,0,0.8186492999084294,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Cat 5.jpg,2,6.1842,0.925145681368713,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,4,,,,,1604.530156900175,1605.0321896001697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.7819288000464,1603.7819288000464,1,0,0.7291769995354116,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Destruction 5.jpg,1,2.1143,0.8473229050515173,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,1,,,,,1605.7801820002496,1606.280456600245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0321896001697,1605.0321896001697,2,0,0.71930589992553,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Tornado 4.jpg,1,2.7192,0.04936946157030331,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,2,,,,,1607.5628553000279,1608.0635760999285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.280456600245,1606.280456600245,2,0,1.2629561992362142,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Galaxy 4.jpg,1,5.4342,0.2625751180628706,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,18,,,,,1608.546837599948,1609.0495339999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.0635760999285,1608.0635760999285,2,0,0.456275999546051,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Nature 1.jpg,1,6.1726,0.09242055576694541,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,14,14,17,,,,,1609.4801524002105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.0495339999907,1609.0495339999907,2,0,0.4054076997563243,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Wedding 4.jpg,1,5.8256,0.3567295715186031,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,15,15,19,,,,,1610.7303857002407,1611.2298564999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.9797678003088,1609.9797678003088,2,0,0.7314340993762016,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Bird 1.jpg,2,5.9051,0.023528844380171776,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,16,16,15,,,,,1612.1965601001866,1612.6974889999256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.2298564999364,1611.2298564999364,1,0,0.9463561996817589,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Dog 19.jpg,2,5.9814,0.19321400487729756,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,17,17,11,,,,,1613.2137186001055,1613.7142952000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.6974889999256,1612.6974889999256,1,0,0.4948521996848285,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Frustrated pose 1.jpg,2,2.3937,0.03736251433619431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,18,18,3,,,,,1614.3135017999448,1614.8167465003207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.7142952000722,1613.7142952000722,1,0,0.5816984996199608,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,Images/Gun 10.jpg,1,2.5934,0.6500433630452547,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,19,19,6,,,,,1615.4135700003244,1615.9132862002589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.8167465003207,1614.8167465003207,2,0,0.5677900994196534,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
0,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.9132862002589,1615.9132862002589,space,14.542628299910575,sangjun,001,A,2022-10-17_14h26.28.579,psychopy,2022.2.4,60.08766788947518,
